7:-14,0,16,0,15,-1,-6,-4,1,-1,15
7:12,-1,3,0,2,-1,11,-13,-11,-6,5
7:8,2,-1,0,-10,-7,-6,0,-13,8,-11
7:-14,0,-3,16,11,12,-8,-1,-5,7,16
7:-13,3,0,-11,13,-7,3,-12,9,2,10
7:-12,6,1,2,8,-7,10,-13,12,-8,-1
8:-5,-4,-1,1,4,-5,-2,0,5,6,-2
8:4,4,-3,-5,-3,-5,0,0,6,4,4
8:-1,5,-2,5,-3,1,-3,0,0,1,6
8:-5,4,-2,-5,-3,6,0,-4,-1,-1,-2
8:-3,0,-1,-4,0,-2,6,1,-1,6,3
9:-7,-1,-5,-10,9,11,8,2,-10,-1,14
9:5,0,-6,14,4,-15,-1,-3,-11,16,11
9:12,10,-8,-10,-11,0,-12,6,-2,-7,-15
9:0,-12,-3,-2,-16,-16,5,5,12,5,17
9:16,-9,-3,-4,3,-9,12,7,2,2,-4
9:-12,6,-3,9,3,8,17,-12,-8,-5,-13
9:-15,-5,2,-4,3,-12,10,-4,4,-13,-4
9:-6,-12,-1,5,-1,-11,-13,3,11,14,-13
9:4,-9,-3,-8,-11,-7,0,5,8,5,-15
9:-7,-16,-1,14,-15,-9,1,1,11,12,-6
9:16,2,0,-2,0,-3,-2,1,17,-2,10
10:5,-3,-3,-4,1,5,2,1,-5,0,5
10:-4,0,5,2,0,-5,0,-3,-4,2,-5
10:1,0,3,-1,-3,-3,6,-1,-5,-3,-4
10:3,0,-4,-5,0,6,1,4,4,3,1
10:6,1,0,-4,0,-2,2,-3,1,-2,3
11:1,-1,-3,-1,0,-1,0,0,3,-1,-2
11:-2,3,-1,4,-1,4,1,1,-2,0,3
11:2,0,3,-3,-2,-3,0,1,-1,4,1
11:1,2,1,-3,-1,-1,4,1,-3,0,1
11:-2,2,-1,3,1,2,2,0,-1,-2,2
12:-4,3,-4,6,1,5,3,-3,0,3,0
12:0,3,-5,-5,-4,-3,6,-1,-4,3,5
12:6,1,-5,2,3,-1,6,0,6,0,-4
12:1,4,-2,-4,-2,-1,-3,-3,5,4,6
12:-2,-1,1,-2,-3,4,-2,-1,-5,3,-5
12:-5,5,6,0,2,1,0,0,6,0,-4
12:1,3,5,-4,0,-1,-5,0,3,4,-3
12:6,3,-4,-4,-1,4,0,-2,-1,5,-2
13:3,0,-1,-1,3,0,-1,0,4,-2,3
13:-2,3,-3,1,0,1,1,-3,1,-2,-3
13:-3,2,-2,1,0,1,-2,2,3,2,0
13:1,2,0,-3,-3,-1,1,-3,0,-2,0
14:3,3,-2,-3,-2,0,9,0,1,-4,6
14:5,-9,-2,-8,1,11,-10,9,-3,2,-5
14:1,9,9,-3,-3,-5,-1,-2,9,-3,12
14:5,2,8,9,-9,-4,-8,1,-5,-1,11
14:-5,0,-1,8,7,6,-6,-8,6,-1,-4
14:3,1,-4,3,-4,-1,5,3,-3,0,-11
14:-9,-3,-2,8,-8,4,7,-10,-6,0,10
14:-11,-9,4,-9,9,-11,6,0,4,-2,-6
15:-3,2,-2,8,8,-1,-1,-4,3,4,5
15:-5,-1,-2,2,7,8,-4,1,-5,4,6
15:2,-4,-4,-6,-7,-6,3,5,6,2,-6
16:-10,-6,0,-1,1,11,1,7,10,-4,-4
16:7,8,-8,-5,-9,1,-4,-2,-9,2,9
16:-10,4,-9,2,11,4,10,-5,1,0,-8
16:6,-3,-5,-3,3,8,12,4,-8,6,12
16:1,6,1,-8,-7,-3,-11,-3,0,1,1
16:4,-6,-1,-5,5,5,0,4,5,0,-5
17:-12,2,0,-3,8,-12,14,4,10,-4,-12
17:8,-1,-1,13,-1,-11,4,6,-2,1,14
17:-4,7,-5,-13,9,-12,0,3,-9,12,8
17:-9,-1,5,-3,2,-12,2,10,7,-7,5
18:15,9,2,-12,5,-9,12,-6,3,-14,-4
18:11,-16,2,5,-4,-4,2,-8,1,-7,0
18:-7,14,-10,6,-6,1,-8,-1,9,2,-15
18:6,-3,-1,-15,8,-13,0,6,12,3,2
18:-1,5,-3,-5,13,-13,12,-2,0,-9,14
18:-14,-1,-3,-12,16,-14,-8,3,11,5,2
18:-4,13,-15,14,-3,9,12,-8,1,5,5
18:-1,5,-6,8,-16,2,-8,-16,4,17,16
18:-14,-4,-2,-7,-8,-15,11,9,-11,1,-5
19:3,12,-2,-8,-6,-5,-13,-10,8,-11,0
19:8,6,4,-2,-3,-4,8,-8,0,-7,-12
20:2,1,4,-2,-1,-3,-2,1,1,-4,0
20:3,1,0,-2,-2,5,1,-1,-4,3,-4
20:0,-1,0,3,2,-4,0,1,4,2,5
21:12,1,-9,-12,-12,5,-11,-8,-12,4,-6
21:10,-1,-5,11,1,-13,-6,0,8,2,-7
21:9,2,-7,1,9,-6,-2,9,-11,8,-7
21:14,-3,0,-6,3,13,6,-1,10,-7,11
22:14,-12,-1,15,3,-3,4,3,16,0,9
22:11,1,4,5,7,-15,-12,0,-4,0,15
22:-9,6,-1,1,13,-7,3,-3,6,-13,-9
22:-11,2,7,13,8,5,8,-4,-10,-13,1
22:8,-15,13,3,-15,-7,13,-1,1,6,-12
23:-3,2,-5,1,-4,4,-6,6,1,7,-1
23:6,-4,1,-4,5,-6,0,-5,2,-6,5
23:-2,-1,-2,1,1,0,0,2,3,2,-6
24:5,-5,-1,1,3,-5,7,10,-2,-1,3
24:0,7,5,-1,1,-3,0,-6,-9,-6,-2
24:5,-5,-1,8,-8,-8,4,-7,-1,-7,-9
24:2,-5,3,-3,-1,-5,3,-1,-8,6,-7
25:4,-1,0,-4,-3,-2,5,-1,2,5,0
25:-2,5,-1,1,5,6,-4,1,3,-2,-4
26:-5,1,-2,-1,-7,2,-7,11,-11,1,-3
26:-5,-1,-1,5,-10,9,7,-4,-3,3,-5
26:-3,1,-3,-9,5,1,0,12,6,0,9
26:-6,2,-7,9,1,3,12,1,0,-8,-10
26:6,1,-3,3,2,-1,6,-1,-5,0,-5
27:2,8,10,-13,3,-4,8,-3,8,-10,17
27:-5,-11,-6,15,9,14,3,8,-6,-14,-2
27:2,8,-7,-16,-3,-4,-1,-5,-1,-12,-5
28:-3,4,2,-1,0,-1,-3,0,4,-2,-2
28:0,2,1,-3,-2,-2,0,0,-2,-2,3
28:-2,-2,-2,0,0,3,3,-1,0,0,4
28:-1,0,-3,0,-1,0,4,2,3,-3,3
29:7,-4,-3,2,0,-7,2,-5,9,0,9
29:0,0,-5,-3,3,1,7,6,2,-3,-7
30:18,-7,2,-17,7,5,-4,-3,-6,-14,4
30:-2,0,15,-6,14,-7,15,-1,-16,-2,-10
30:8,-9,-2,-8,18,0,-10,-1,-17,3,-3
30:18,1,-2,6,-6,-8,-7,14,18,6,1
30:-4,0,-2,3,2,17,11,-13,1,13,11
30:1,5,-3,17,14,-16,9,-10,-10,-5,-10
30:-15,0,-1,18,-12,18,13,15,-9,-4,-6
30:10,3,-7,3,-5,-17,-4,14,10,9,-16
30:9,5,-16,11,-7,-5,0,1,14,-6,4
31:3,-5,2,-3,-2,-2,0,-1,2,4,5
31:2,2,-2,-8,-5,-3,4,1,6,-1,7
31:3,2,-6,-4,-2,7,-8,7,-4,-7,7
31:-3,-6,-6,9,5,3,5,2,9,4,5
32:-10,0,-3,-3,1,8,-4,10,6,10,-4
32:-6,11,5,-5,0,-7,4,-4,4,-6,6
33:-4,1,-2,5,3,9,-6,3,-2,8,-5
34:6,1,0,-4,0,-5,3,-1,1,3,6
34:1,5,-5,5,-3,-3,-5,-2,-1,1,-3
35:10,2,-10,2,0,-5,-11,1,13,6,-7
35:-12,9,1,-5,-7,13,-1,-1,-4,-7,-9
35:-5,-4,-1,0,6,-2,7,12,-3,0,-1
35:11,-7,-12,2,-8,-3,0,-4,-10,3,11
36:4,-1,-1,-1,1,3,-2,2,1,4,-2
36:-2,2,-3,-1,0,1,-1,1,4,4,2
36:-1,0,2,1,2,-1,-2,-1,-1,-2,3
36:1,-3,-3,0,4,-1,2,3,2,0,2
36:4,2,-2,-1,0,-1,-2,-2,2,3,4
36:-1,3,4,-2,0,-3,3,-2,2,-1,3
37:12,-12,-2,1,11,-9,8,0,11,4,-6
37:4,2,0,-5,-9,8,-8,-12,5,-3,13
38:3,-15,1,9,10,-13,-11,-3,6,3,1
38:11,5,-1,-14,9,4,11,-13,-3,-8,0
39:-1,4,-3,0,0,1,-4,5,1,0,1
39:-2,4,6,5,2,7,0,0,-3,5,7
39:1,5,-1,3,0,-5,-2,-6,-6,-6,-4
40:-3,-1,-2,0,8,7,7,6,-3,3,-1
41:-13,-5,-1,-7,15,-6,3,15,-14,-5,-9
41:7,-8,2,-6,7,-10,0,-3,2,-3,-6
41:0,1,-10,-3,14,-1,-11,-2,-8,15,8
42:-3,0,-4,1,3,0,5,0,-4,-3,-3
42:4,1,-2,-2,0,5,-1,4,5,1,5
43:-1,0,4,-1,1,0,4,-1,-1,-1,0
43:-2,1,-1,4,1,1,-1,0,-1,-2,4
44:-7,-5,-1,2,0,8,3,-5,0,1,-4
44:-4,2,-1,-7,1,-2,3,-5,2,-4,4
44:-2,7,-4,3,-2,1,4,-4,3,-7,-4
45:-1,0,-1,-4,5,-6,7,0,3,4,-4
45:-1,0,-4,-1,1,1,4,7,2,0,6
46:1,3,-2,12,13,-12,-11,3,0,-11,-16
46:-2,2,4,-12,16,11,13,-11,3,-12,-5
46:17,-11,-2,-14,-6,-16,12,4,16,-16,-9
46:-13,5,-8,10,1,12,-11,7,17,-1,0
46:7,-9,-3,16,0,-5,-14,5,9,13,-15
46:4,10,-9,-7,-2,6,-1,-14,9,4,-15
46:-10,10,-11,16,9,12,-8,0,10,8,15
46:-5,1,-11,0,-16,14,16,17,-6,7,9
46:-16,-3,-6,0,11,-15,13,14,-3,-1,-16
46:2,7,-4,-8,-11,-6,-1,-10,-15,-6,-12
46:6,1,-3,-16,-13,7,-4,0,-10,-1,7
46:4,5,-6,-16,-9,14,-16,-6,5,-2,-10
46:15,1,0,-12,-9,-3,11,-3,-8,5,9
47:-5,-4,1,-6,0,-5,7,-1,-4,2,0
47:2,-3,3,-5,-2,-3,0,-2,0,0,-3
47:-4,3,0,-6,-6,0,-2,1,1,1,5
47:6,-3,-1,-2,7,5,3,-5,6,-1,0
48:-7,4,1,-4,0,-3,0,-1,6,-7,1
48:2,3,5,-6,-5,-4,-4,-4,-4,0,3
48:-2,7,-3,0,2,4,-2,8,2,-7,-5
48:-4,-5,2,-4,-1,0,0,-3,3,1,-6
48:0,0,-2,-3,3,5,6,3,-3,3,0
49:2,-5,-7,-1,9,9,-1,1,-5,3,4
49:0,0,-3,-3,3,1,7,2,0,9,3
49:8,0,-2,-8,1,2,-5,-7,6,0,-7
49:5,1,-2,-2,-8,6,3,-5,2,-7,-1
49:-8,1,-1,-2,-3,-2,2,-2,-8,4,5
49:-1,-7,4,-1,-1,0,7,3,-1,-3,-1
49:8,-5,-4,-2,-2,4,-3,4,4,-4,9
49:4,0,-6,-1,7,4,2,0,3,-7,2
49:-6,0,-4,-5,6,8,-6,0,5,7,-4
49:-1,4,-7,2,7,3,-1,-4,8,3,5
50:-5,1,1,-2,4,-9,4,-2,6,-11,12
50:-8,7,-8,3,0,2,-10,4,-5,9,8
50:11,0,-3,2,3,-3,6,-9,0,4,-5
50:-11,0,-6,0,8,6,10,4,11,1,9
50:2,-11,-5,-5,-11,8,-4,8,8,6,-8
51:4,1,-1,-6,-4,7,7,-4,2,-1,7
51:1,0,7,-1,7,-2,4,-6,-2,-2,0
51:-2,2,-3,5,5,5,2,2,4,4,-6
51:-2,2,-4,7,-4,6,3,1,-3,1,4
51:-1,0,0,-1,4,-6,4,-4,-3,1,0
52:-4,-6,-4,-5,6,3,2,1,1,-1,2
52:4,-5,-4,6,0,-2,2,-1,-3,5,3
52:-5,-2,-5,5,3,1,6,0,3,2,7
52:-2,1,-3,-4,3,0,6,7,4,3,2
52:-6,-2,0,-2,2,-2,3,-1,-3,1,-1
